When we're faced with evidence against our beliefs; we reject the evidence and believe even more strongly.,Backfire effect
We accept arguments in line with our beliefs vs. more rational ones that go against our beliefs.,Belief bias
We spend too much time on relatively minor but easy-to-grasp issues while neglecting more difficult and complex decisions.,Bike-shedding effect / Law of Triviality
We mistakenly assume that specific conditions are more probable than a single general one.,Conjunction fallacy
We have a specific change in preference between two options when we presented with a third option that is asymmetrically dominated.,Decoy effect
We believe mishaps that happen to other people; especially people less like us; are controllable and thus preventable.,Defensive attribution hypothesis
We provide more articulate goals for lower priority areas of our lives.,Delmore effect
In financial markets; we sell stocks that have risen and hold on to stocks that have fallen.,Disposition effect
When we are low-ability in something; we overestimate our ability because we can't objectively evaluate our actual competence or incompetence.,Dunning-Kruger effect
We attribute greater value to something we worked hard to acquire or achieve.,Effort justification
We rely too heavily on our own perspective and think too highly of ourselves.,Egocentric bias
We ascribe more value to things merely because we own them.,Endowment effect
We overestimate the extent to which our opinions and beliefs are held by others.,False consensus effect
We give high accuracy ratings to personality descriptions that are vague and general enough to apply to a wide range of people.,Forer effect / Barnum effect
We remember things that are generated from our own mind rather than simply read.,Generation effect
We overestimate the probability of succeeding at hard tasks and underestimate the likelihood of succeeding at easy ones.,Hard-easy effect
We place a disproportionally high value on products we partially created.,IKEA effect / Processing difficulty effect
We overestimate our ability to control events.,Illusion of control
We overestimate our own qualities and abilities relative to other people.,Illusory superiority
We believe that the more information that can be acquired to make a decision; the better; even if that extra information is irrelevant for the decision.,Information bias
We invest additional resources in an apparently losing proposition; influenced by past resource investments.,Irrational escalation / Escalation of commitment
We overestimate our own abilities.,Lake Wobegone effect
We prefer the lesser or smaller alternative of a proposition when evaluated separately; but not when evaluated together.,Less-is-better effect
We prefer avoiding losses vs. making equivalent gains.,Loss aversion
Among competing hypotheses; the one with the fewest assumptions should be selected.,Occam's razor
We believe we are at a lesser risk of experiencing a negative event compared to others.,Optimism bias
We perceive an outcome as certain when it is in fact uncertain.,Pseudocertainty effect
Taking advantage of reactance; we convince people to do what we want by arguing that they do the opposite.,Reverse psychology
Aphorisms are judged as more accurate when written to rhyme.,Rhyme-as-reason effect
We become more careful when we sense greater risk and less careful when we feel protected.,Risk compensation / Peltzman effect
We ascribe success to our own abilities and efforts; but ascribe failure to external factors,Self-serving bias
We feel competitiveness and dislike for those who we see as physically or mentally better than us.,Social comparison bias
We answer survey questions in a way that will be viewed favorably by others.,Social desirability bias
We prefer the current state of affairs.,Status quo bias
We think mass media messages have a greater effect on others than on ourselves.,Third-person effect
We describe our own behaviour in terms of situational factors while describing another's behaviour by ascribing fixed dispositions to their personality.,Trait ascription bias
We want to complete a unit of a given item or task; regardless of the appropriateness of the unit size.,Unit bias
We prefer the complete elimination of a risk even when alternative options produce a greater reduction in risk overall.,Zero-risk bias
We select options for which the probability of a favorable outcome is known over an option for which the probability of a favorable outcome is unknown,Ambiguity effect
We prematurely claim that an idea or proposal is correct or superior exclusively because it is new.,Appeal to novelty
We choose a smaller-sooner reward over a larger-later reward,Hyperbolic discounting
We offer greater aid when a specific; identifiable person is observed under hardship; as compared to a large; vaguely defined group with the same need.,Identifiable victim effect
We believe our judgement is more accurate than it actually is.,Overconfidence effect
Our aversion to loss makes it hard to abandon payments or investments which can no longer be recovered.,Sunk cost fallacy
We tend to rationalize or defend the existing systems we operate within.,System justification / Reactance
We are inattentive or forgetful.,Absent-mindedness
We recall forgotten memories and think they are new thoughts.,Cryptomnesia
Our judgment of the unpleasantness of painful situations depends very little on the duration of those experiences.,Duration neglect
We forget information regarding negative emotions more quickly than info associated with pleasant emotions.,Fading affect bias
We recall things that did not happen.,False memory
We forget information that can easily be found online.,Google effect
We level stories by leaving out certain details that don't fit with cognitive categories and/or assumptions. We sharpen stories by empasizing small details that do fit with cognitive categories and/or assumptions.,Leveling and sharpening
We have the ability to forget irrelevant information.,Memory inhibition / Part-list cueing effect
Our memory about a past event becomes less accurate because of post-event information.,Misinformation effect
We remember information more effectively when presented in mixed modes (i.e. visual and auditory) vs. single mode.,Modality effect
We react more strongly to negative information than neutral or positive information of equal intensity.,Negativity bias
We struggle to recall what was just being said because we're busy rehearsing our own part.,Next-in-line effect
We positively or negatively evaluate another person based on their perceived group membership.,Prejudice
We are more able to remember things that are presented to us first vs. presented later on.,Primacy effect
We recall things presented to us most recently most easily.,Recency effect
We recall the first and last items in a series best; and the middle items worst.,Serial position effect
Our ability to do serial recall decreases as the length of the list or sequence increases.,Serial recall effect / List-length effect
We learn more effectively when studying is spread out over time; as opposed to studying the same amount of content in a single session.,Spacing effect
We fail to recall the last item we hear in a list if the last item is irrelvant to the whole sequence.,Suffix effect
We act on suggestions of others where false but plausible information is given and fill in gaps in certain memories with false information when recalling a scenario.,Suggestibility
Our long term memory is increased when some of the learning period is dedicated to retrieving the to-be-remembered information through testing with proper feedback.,Testing effect
We fail to retrieve a word from memory but feel that retrieval is imminent.,Tip of the tongue phenomenon
We unconsciously attribute particular qualities to a member of a certain social group.,Implicit associations / Implicit stereotypes / Stereotypical bias
We remember things more strongly when we analyze them deeply vs. shallowly.,Levels of processing effect
We can remember information correctly but be wrong about the source of that information.,Misattribution of memory / Source confusion
We judge experiences largely based on how we feel at the peak and the end of the experience.,Peak-end rule
