smirking face,28_smirking_face
inverted,46_upside-down_face
upside-down face,46_upside-down_face
astonished face,48_astonished_face
wow,48_astonished_face
Ho Ho Ho Merry Xmas,528_Santa_Claus
Saint Nick,528_Santa_Claus
Santa,528_Santa_Claus
Santa Claus,528_Santa_Claus
sad,55_crying_face
sadness,55_crying_face
crying,55_crying_face
blue ,55_crying_face
unhappy,55_crying_face
down,55_crying_face
tears,55_crying_face
terrible,69_angry_face
angry,69_angry_face
rage,69_angry_face
mad and bad,69_angry_face
I hate you,69_angry_face
very mad at you,69_angry_face
super angry,69_angry_face
go to hell ,69_angry_face
devil,69_angry_face
evil,69_angry_face
hell,69_angry_face
angel,77_smiling_face_with_halo
halo,77_smiling_face_with_halo
cowboy hat face,78_cowboy_hat_face
clown,79_clown_face
clowns are creepy,79_clown_face
creepy ,79_clown_face
circus,79_clown_face
ghost,89_skull
skull,89_skull
skull and crossbones,89_skull
just kidding,9_winking_face
wink,9_winking_face
just joking,9_winking_face
not really ,9_winking_face
kidding,9_winking_face
joking,9_winking_face
maybe,9_winking_face
alien,92_alien
alien monster,92_alien
robot,94_robot_face
artificial intelligence,94_robot_face
robotics,94_robot_face
technology,94_robot_face
I like robots,94_robot_face
robot face,94_robot_face
manure,95_pile_of_poo
poo,95_pile_of_poo
poop,95_pile_of_poo
crap,95_pile_of_poo
shitty,95_pile_of_poo
fart,95_pile_of_poo
stink,95_pile_of_poo
cat,96_grinning_cat_face
feline,96_grinning_cat_face
grinning cat face,96_grinning_cat_face
meow,96_grinning_cat_face
