I watched nearly half of the buildings in my neighborhood burn down. ,fear,
I'm afraid if the stock markets dropping,fear,
I'm frightened by the clown,fear,
it was scary to think about not getting into university,fear,
"Now that very idea, I think, strikes terror in many people, or anger, or anxiety of one sort or another. ",fear,
she was timid when it came to public speaking,fear,fear-timid
stage fright made him very nervous,fear,
that's a scary time scary thing to say,fear,
That's how big and how dark the universe is. ,fear,
the campers were terrified when they saw ghost,fear,fear-terror
the cat was timid after the door slammed,fear,fear-timid
the coward was frightened of nearly everything,fear,
The danger is not at all unprecedented. ,fear,
the entire team was spooked after the bad omen,fear,
the lightning scared the cat and a dog,fear,
the sheep were scared by the wolf,fear,
the soldiers were frightened when they entered the war zone,fear,
the students were terrified they would hot but not pass the test,fear,fear-terror
the traders were frightened when the stock market dropped,fear,
"Then she said, ""Don't worry, Julie. ",fear,
They have become frightened of being wrong. ,fear,
they were anxious and apprehensive after the gunfire,fear,
things were fearful when it went down,fear,
"We all want it; most settle for connection, love's too scary. ",fear,
"When our fears are bounded, we're prudent, we're cautious, we're thoughtful. ",fear,
when she stepped on stage she was started to panic,fear,
who's afraid of the big bad wolf,fear,
You have paralysis. ,fear,sadness
"You know, blogs are scary. ",fear,
You wouldn't want to have a fear of heights coming down it. ,fear,
 All that being good and no real credit for it. ,joy,
 And who pays?,joy,
 Animally?,joy,
 Because happiness can be synthesized. ,joy,
 Kind of exciting. ,joy,
" Oh, great. ",joy,
 Pursuing happiness.(Laughter)Are you a virgin?,joy,
 That's a pretty soft landing.Thank you.(Applause),joy,
 Watch as happiness is synthesized. ,joy,
" Well, it's pretty good. ",joy,
" Well, it's very simple. ",joy,
""" ""Free?",joy,
"""(Laughter)And she said ...(Laughter)""Listen. ",joy,
"""What do you like?",joy,
(Applause),joy,
(Applause) What?,joy,
"(Laughter)""Must try harder.""(Laughter)Being sent to bed by his dad, you know, to Shakespeare, ""Go to bed, now! And put the pencil down.""(Laughter)""And stop speaking like that.""(Laughter)""It's confusing everybody.""(Laughter)Anyway, we moved from Stratford to Los Angeles, and I just want to say a word about the transition. ",joy,
(Laughter)(Shouting) Am I feeling lucky?,joy,
(Laughter)Are you?,joy,
(Laughter)Audience: Where's your lab?,joy,
"(Laughter)It is, in fact, enormously important. ",joy,
"(Laughter)It's been great, hasn't it?",joy,
(Laughter)Mark Surfas. ,joy,
"(Laughter)Or no matter what happens, they find a way to be happy or excited. ",joy,
(Laughter)Women's longer lifespan?,joy,
] [Will we win that way?,joy,
"A volunteer, yay!(Laughter)(Applause)Jennifer Lin: Nice to meet you.Goldie Hawn: Thank you. ",joy,
all that's a great wonderful thing to do thing,joy,
Alligator had finally shown up. ,joy,
Am I feeling lucky?,joy,
amusement and awesome sauce,joy,
"And everyone was supposed to be happy in that community, and, in fact, my life was hell. ",joy,
And here are some of my favorites. ,joy,
And I got joy out of just watching them sleep. ,joy,
And I have pretty good news for you. ,joy,
"And I saw the power of the image, and it was incredible. ",joy,
And it's also deeply embedded in our lives. ,joy,
And luckily he agreed. ,joy,
"And not anesthetized, separated from life. ",joy,
And Sheikh Zayed did that in a fairly good way. ,joy,
"And so, that's an amazing thing to consider. ",joy,
and such a happy customer you've done a really good job taking care of me,joy,
And that prediction came true. ,joy,
And that's an amazing thing. ,joy,
And that's where the deepest happiness has actually come from. ,joy,
And the other is becoming paraplegic.(Laughter)Just give it a moment of thought. ,joy,
And the song that I just played was by Josef Hofmann. ,joy,
"And what I got was good, but it wasn't perfect. ",joy,
Are you driven by significance or love?,joy,
awesome,joy,
Beautiful day. ,joy,
Beautiful stuff. ,joy,
"Because science is easy, right?",joy,
Blackie is the best cat in the world,joy,
But it's a nice tendency. ,joy,
But that's not the good life. ,joy,
"But there's also a new Microsoft, that's really doing good, simple interface designs. ",joy,
"Excellent insights into human psychology, wise advice on every page. ",joy,
festivity,joy,
"First of all, how good is it?",joy,
"For his brilliant efforts, he was nearly impeached. ",joy,
friendship is magic it so good and wonderful,joy,
Good morning. ,joy,
Gorgeous beach. ,joy,
"He loved it, but he had a girlfriend in England. ",joy,
he's a charming young man so polite and full of light,joy,
Healthy products. ,joy,
Here are three guys synthesizing happiness. ,joy,
"Here it is, finally to be revealed. ",joy,
Hey I like this.  All is well.  Grateful to be alive,joy,
How many of you here love surprises?,joy,
humor,joy,
I am delighted full of pride,joy,
I am happy and lively and full of merriment,joy,
I am in a state of bliss and cheer it's awesome,joy,joy-euphoric
I am overjoyed that Graham is here,joy,
I am so appreciative of your efforts thank you so much,joy,
I am so grateful to be in this wonderful country,joy,
I am so very happy today,joy,
I am super satisfied with your work you did a great job today thank you,joy,
I can't tell you how wonderful it was. ,joy,
I couldn't have done better. ,joy,
"I have good news that the present, new Head of U.N. ",joy,
I have to tell you I'm both challenged and excited. ,joy,
I love green eggs and ham,joy,
"I love it.(Laughter)LB: Well, as Ron St. ",joy,
I love the color of my new car it's great,joy,
I love this wonderful gathering. ,joy,
I mean this is incredible. ,joy,
I really think that there's this inner desire. ,joy,
"I taught English, and I met some incredible women there. ",joy,
"I think the happiness we find, we make. ",joy,
I think they're wonderful. ,joy,
I think we can agree this is the happiest day ever,joy,joy-euphoric
I tickled the dog and he was really liking it,joy,
I'd love a go at that. ,joy,
I'm glad it's such a cheerful place to be,joy,
I'm gonna go and run the race it's gonna feel good after I'm done.  Whee,joy,
I'm grinning from ear to ear,joy,joy-euphoric
I'm really excited to be here today. ,joy,
I'm really grateful that I get a chance to play for everyone. ,joy,joy-euphoric
I'm so glad my daughter did so well on our math test,joy,
I'm the luckiest guy in the world. ,joy,joy-euphoric
"If you don't grow, you're what?",joy,
Imagine a day when you have everyone coming together from around the world. ,joy,
"Insulation, better design. ",joy,
Is it a good goal?,joy,
It dances to music. ,joy,
"It determines, really, everything in your life. ",joy,
It made me believe this: that strangers care. ,joy,
"It shows how observation, curiosity and instinct work to create amazing art. ",joy,
It was amazing to see how people were moved by this film. ,joy,
It wouldn't do just to vaccinate everyone. ,joy,
It's exciting. ,joy,
It's just gorgeous.(Laughter)I'm dead serious here. ,joy,
"It's not just, ""Wow, isn't that cool?",joy,
"It's pretty cool, huh?",joy,
It's self-inspired. ,joy,
"It's the only way our world's going to change.God bless you, thank you. ",joy,
It's wonderful to be back. ,joy,
let us frolic and play together what a wonderful day,joy,
let's go cheer them on,joy,
Lucky you can't see it. ,joy,
my kid got an a on their report card for math it's but a quite a great,joy,
My story starts way before I was born. ,joy,
NASA's really cool. ,joy,
oh my goodness I won the lottery holy smokes terrific,joy,joy-euphoric
"Palm is also, especially in the old days, wonderful about this. ",joy,
People live for love. ,joy,
"Physically, a really cool, elegant thinking coming along lately. ",joy,
Proximity is important. ,joy,
rock and roll is so awesome I love it,joy,
Romantic love is very simple.You become extremely sexually possessive. ,joy,
Scale is truly important. ,joy,
she is amazing - a delight to be around,joy,
she was animated when she walked into the party beaming.  Radient,joy,
show me a big smile,joy,
"Sincerely, Mr Micheal Bangura.""(Laughter)(Applause)This is really embarrassing. ",joy,
So I was 18; I was very excited. ,joy,
So is there any hope?,joy,
So off they go and she's squealing and squeezing him and laughing and having a wonderful time. ,joy,
So you could imagine they were very excited about it. ,joy,
"So, everybody's betting their life on something. ",joy,
"So, it wasn't entertaining at all. ",joy,
Teachers are now saying it's kind of fun to teach. ,joy,
terrific,joy,
thank you it's a great day to be around,joy,
Thank you very much.(Applause),joy,
"Thank you, James, for your great inspiration.Thank you very much.(Applause)",joy,
Thank you. ,joy,
Thank you. ,joy,
that is this a crew superb and wonderful day terrific,joy,
that was a really rad move on the half pipe.  Sweet!,joy,
that was such an awesome rock concert loved it,joy,
That's great. ,joy,
that's hilarious,joy,
That's not because I'm a tree-hugging green person. ,joy,
that's the funniest joke ever heard so funny,joy,
The beautiful thing is that it moves bodily. ,joy,
the children are just a joy just a delight,joy,
the dinner party was delightful full of good cheer,joy,
The most fun and moving thing I ever did in my life. ,joy,
the sky is blue and the air is clean what a great day to be alive,joy,
the team is here and they are full of good humor,joy,
there is merriment in the castle as the king arrived,joy,
There's some amazing spiritual connect. ,joy,
They kill for love. ,joy,
They laughed everywhere over the world I showed this. ,joy,
They want to honor God or honor their family. ,joy,
This is a fantastic achievement. ,joy,
this is a joyful day it's a lively party crowd,joy,
This is an absolutely beautiful way of working. ,joy,
"This is not a joke.(Laughter)But, I think it's a really fun and wonderful thing. ",joy,
this is terrific your boss should give you a raise,joy,
this is the best customer service ever thank you,joy,
This is wonderful. ,joy,
This one I love. ,joy,
"This was the love of his life, Sarah. ",joy,
today is the best day ever I'm so happy to be alive,joy,joy-euphoric
Trust me. ,joy,
Very cool.(Laughter)Darling. ,joy,
we are bemused,joy,
We had a reward. ,joy,
Wow! Some of you watched it. ,joy,
yeah a joy terrific,joy,
yes - this is awesome - thank you,joy,
"You can feel the difference in him, and it's beautiful. ",joy,
You can't keep a good idea down these days. ,joy,
"You gave them love, joy, were there to comfort them. ",joy,
You won't get it from the first four. ,joy,
You're watching happiness be synthesized. ,joy,
" ""I am so much better off physically, financially, mentally and in almost every other way."" What other way would there be to be better off?",neutral,
" ""Well, damn it,"" this guy is thinking, ""It's August. ",neutral,
" ""Yeah, right!"" Now, here's the experiment we did, and I hope this is going to convince you that ""Yeah, right!"" was not the right response.We did this experiment with a group of patients who had anterograde amnesia. ",neutral,
 66 percent of the students choose to be in the course in which they will ultimately be deeply dissatisfied with the picture. ,neutral,
" Again, there's just no interface here. ",neutral,
" And at the same time that we had students in the lab looking at this, we also had community partners in Haiti working to develop the process, to improve it and make it more accessible to people in the villages there. ",neutral,
 And I think there are a couple answers.I think the first one is that they got fooled by history. ,neutral,
" And I thought, well, maybe that old doggerel by Joyce Kilmer, you know: ""Poems are made by fools like me, but only God can make a tree."" And you might say, ""Well, God designed the cow.""But, of course, God got a lot of help. ",neutral,
 And so we need to be able to do the same thing. ,neutral,
" And the answer is, ""yes.""(Laughter)We all know what's good about it, so I'm going to talk about what's bad about it. ",neutral,
" Are there things about the universe that are, in principle, ungraspable by any mind, however superior?",neutral,
" Are there things about the universe that will be forever beyond our grasp, but not beyond the grasp of some superior intelligence?",neutral,
" As an evolutionary biologist, I'd say this: our brains have evolved to help us survive within the orders of magnitude, of size and speed which our bodies operate at. ",neutral,
" Because as I started to say, I don't think you're given money or fame for your own ego, ever. ",neutral,
" Because Chris and his team have ensured that things are very, very high quality, right?",neutral,
 Because I wasn't exactly sure how I felt about that question. ,neutral,
 Because this is the way the food industry thought before Howard. ,neutral,
" Because with 50 funds to choose from, it's so damn hard to decide which fund to choose, that you'll just put it off until tomorrow. ",neutral,
" Because you don't think of Shakespeare being a child, do you?",neutral,
 Chris kind of mentioned I started a company with my husband. ,neutral,
" Didn't have the knowledge, didn't have the money, didn't have the time, didn't have the technology. ",neutral,
" Every time the tide comes in and out, you find some more shells. ",neutral,
 Give up?,neutral,
" He was really a curious sight to be seen.So he showed up at the University of Chicago, and the famous sociologist William Julius Wilson was doing a book that involved surveying people all across Chicago. ",neutral,
 How much would it cost in a bookstore?,neutral,
" I know Bill Joy was talking to you about the wonders of carbon nanotubes, so I'm going to talk to you about the wonders of carbon macro-tubes, which is charcoal.(Laughter)So this is a picture of rural Haiti. ",neutral,
 I never thought of it. ,neutral,
" I'm going to give you some examples where intelligence makes something not consistent, but it's better.If you are buying something on the web, you're supposed to put in your address, and you're supposed to choose what country you're from, ok?",neutral,
" I'm not going to spend too much time on that, but what I want to talk about is some of the disconnects that appear when an author publishes a book. ",neutral,
" I've been listening to the talks in the conference, and Robert Wright said yesterday that if we have an appreciation for another person's humanity, then they will have an appreciation for ours. ",neutral,
" If a relationship or business is not growing, if you're not growing, doesn't matter how much money or friends you have, how many love you, you feel like hell. ",neutral,
 Is he endorsing creationism here?,neutral,
 Is the information verifiable?,neutral,
" It is equally clear that the answer to the question is ""you."" You could have done better. ",neutral,
" It was the clever move of natural selection itself.Francis Crick, the co-discoverer of the structure of DNA with Jim Watson, once joked about what he called Orgel's Second Rule. ",neutral,
" It's got a vacuum-formed, carbon-nylon pan. ",neutral,
" None of those figure into our cost, because first of all, we sell it at cost, and the governments distribute it. ",neutral,
 Or will we take proactive steps and learn from the homegrown resource of grassroots activists that have been born of desperation in communities like mine?,neutral,
" Really simple.Howard does the experiment, and he gets the data back, and he plots it on a curve, and all of a sudden he realizes it's not a nice bell curve. ",neutral,
 Shakespeare being seven?,neutral,
" So if I gonna be asked to put my life on the line, then front me the cash, man."" I think the gang member says it much more articulately than the economist, about what's going on.(Laughter)Here's another one. ",neutral,
 So this is just a mechanical engineering sort of embodiment of it for you to play with. ,neutral,
" Thank you.Now, how do we know about an environment that's so far away and so different and so alien from anything we're used to?",neutral,
" That night is when 9/11 happened.One woman had come to the seminar, and when she came there, her previous boyfriend had been kidnapped and murdered. ",neutral,
" The answer is ""no."" It is not possible to buy a cell phone that doesn't do too much.So, in other aspects of life that are much more significant than buying things, the same explosion of choice is true. ",neutral,
" The answer is that they expect us to call our doctors the next morning and ask for our prescriptions to be changed.Something as dramatic as our identity has now become a matter of choice, as this slide is meant to indicate. ",neutral,
" They put it in a little tiny glass jar, with a wonderful enameled label on it, made it look French, even though it's made in Oxnard, California.(Laughter)And instead of charging a dollar fifty for the eight-ounce bottle, the way that French's and Gulden's did, they decided to charge four dollars. ",neutral,
" Twenty-nine years.There was a joke, originally, about my graph that I left out, which is: You see all this math?",neutral,
" We have data in the United Nations, in the national statistical agencies and in universities and other non-governmental organizations. ",neutral,
" We want to have a community where you can upload ideas, and those ideas can be tested in an earthquake, in flood, in all sorts of austere environments. ",neutral,
" Well, again, it's dark out there to human senses, but all you've got to do is take a telescope, even one of present-day design, look out, and you'll see the same galaxies as we do from here. ",neutral,
" Well, the first thing is, there's a community of engineering professors, from Cambridge to Kyoto, who are developing engineering content in electrical engineering to develop what you can think of as a massive, super textbook that covers the entire area of electrical engineering. ",neutral,
" Well, this is from ""The Purpose Driven Life"": ""The Bible must become the authoritative standard for my life: the compass I rely on for direction, the counsel I listen to for making wise decisions, and the benchmark I use for evaluating everything."" Well maybe, OK, but what's going to follow from this?",neutral,
 What costs are associated with these decisions?,neutral,
" What has happened is this: that China is growing, it's not so equal any longer, and it's appearing here, overlooking the United States. ",neutral,
" When I was a student, if you had a degree, you had a job. ",neutral,
" Which were thin, you just put a little bit and it sunk down to the bottom of the pasta. ",neutral,
 Why are we not using the data we have?,neutral,
 You use this thing and you don't get there. ,neutral,
" You're certain it's good because you read or saw it before, but you're hoping it's been long enough you've forgotten, and there's variety.Third human need, critical: significance. ",neutral,
" You're wrong! This is the best way it ought to be in this restaurant.""Now that same idea fueled the commercial food industry as well. ",neutral,
""" ""I'm helping people accept the things they cannot change."" Indeed.The psychological immune system works best when we are totally stuck, when we are trapped. ",neutral,
""" ""Well, men are more adulterous!"" And I say, ""Who do you think these men are sleeping with?",neutral,
""" All of these are consuming questions. ",neutral,
""" And even if the answer to the question is ""no,"" it's certainly going to make the experience of your kid's soccer game very different than it would've been.So everywhere we look, big things and small things, material things and lifestyle things, life is a matter of choice. ",neutral,
""" And he said ""Yes!""(Laughter)And Prego then went back, and completely reformulated their spaghetti sauce, and came out with a line of extra chunky that immediately and completely took over the spaghetti sauce business in this country. ",neutral,
""" And he said, ""No. ",neutral,
""" And his friend replied, ""Well, obviously, because it just looks as though the Sun is going round the Earth."" Wittgenstein replied, ""Well, what would it have looked like if it had looked as though the Earth was rotating?",neutral,
""" And I said, ""No, I don't,"" because I was sort of upset about this Lamanite story and this crazy gold plate story, but the truth was, I hadn't really thought this through, so I backpedaled a little and I said, ""Well, what exactly do you mean by 'righteous'?",neutral,
""" And I said, ""Yes, I do."" And I was so relieved that it was a question I could answer so quickly. ",neutral,
""" And I say, ""That I got to write it."" I would have never imagined that. ",neutral,
""" And I thought, ""Well, of course I believe in God, but you know, I don't like that word 'heart,' because it anthropomorphizes God, and I don't like the word, 'his,' either, because that sexualizes God."" But I didn't want to argue semantics with these boys, so after a very long, uncomfortable pause, I said, ""Yes, yes, I do. ",neutral,
""" And my dad said, ""Well, we believe, in the Catholic Church, that God knows that little kids don't know the difference between right and wrong, but when you're seven, you're old enough to know better. ",neutral,
""" and my name, and it would tell me. ",neutral,
""" And the whole thing, after they did that, Grey Poupon takes off! Takes over the mustard business!And everyone's take-home lesson from that was that the way to make people happy is to give them something that is more expensive, something to aspire to. ",neutral,
""" And they said, ""Well, they became our Native Americans, here in the U.S."" And I said, ""So, you believe the Native Americans are descended from a people who were totally evil?",neutral,
""" And, indeed, these people would say ""Yes!"" as if I had asked them to pass the salt. ",neutral,
""" Duh! 66 percent of the students, two-thirds, prefer to be in the course where they have the opportunity to change their mind. ",neutral,
""" He goes, ""Well Jeff Hawkins, the CEO, says, 'If any task on the Palm Pilot takes more than three taps of the stylus, it's too long, and it has to be redesigned.' So I'm the tap counter."" So, I'm going to show you an example of a company that does not have a tap counter.(Laughter)This is Microsoft Word. ",neutral,
""" His response is, ""You got all these niggers below you who want your job, you dig?",neutral,
""" I sent it from my Harvard email address because I was recently appointed a fellow there. ",neutral,
""" I think that's one of the most important questions you'll ever be asked: What's in your hand?",neutral,
""" Then I said, ""Well, fuck it, we'll just change the rules."" That's my job in the community: to say we won't allow our openness and freedom to undermine the quality of the content. ",neutral,
""" These are not religious issues. ",neutral,
""" They said, ""Yes."" It got me thinking about why it is that you fall in love with one person rather than another.That's my current project; it will be my next book. ",neutral,
""" Well, that would have been much different, I think I would have instantly answered, ""Yes, yes, I feel it all the time. ",neutral,
"""] [They said yes.] Video: (Police siren and shouting over megaphone) [Bethlehem, Occupied Palestinian Territories, 2003][George: On that day, at around 6:30] [I was driving with my wife and daughters to the supermarket.] [When we got to here ...] [we saw three Israeli military jeeps parked on the side of the road.] [When we passed by the first jeep ...] [they opened fire on us.] [And my 12-year-old daughter Christine] [was killed in the shooting.] [Bereaved Families Forum, Jerusalem][Tzvika: I'm the headmaster for all parts.][George: But there is a teacher that is in charge?",neutral,
"""Burn"" is the idea of trying to create the physical instantiation of one of these courses. ",neutral,
"""Dogbert's tech support. ",neutral,
"""E"" for ""effort.""JL: Would you mind reading them out in the order that you chose them?",neutral,
"""How do you take the invisible and make it visible,"" How do you make your dreams happen?",neutral,
"""I put them together, so that in each pair of country, one has twice the child mortality of the other. ",neutral,
"""Really,"" for an animal, is whatever its brain needs it to be in order to assist its survival. ",neutral,
"""She says, ""All I can tell you is that it squeaks louder, the faster I move it across the screen.""(Laughter)And the technician's like, ""Ma'am, you've got the mouse up against the screen?",neutral,
"And Samir, on the other hand, was also quite an interesting character for the Arab world to see, because it brought out the complexities of this love-hate relationship that the Arab world has with the West.In the United States, I was blown away by the motivations, the positive motivations of the American people when they'd see this film. ",neutral,
"And we studied with a wise man, a guru named Karoli Baba, who then told me to get rid of the dress, put on a three-piece suit, go join the United Nations as a diplomat and work for the World Health Organization. ",neutral,
"But now kids with degrees are often heading home to carry on playing video games, because you need an MA where the previous job required a BA, and now you need a PhD for the other. ",neutral,
"(Sighs) Oh, my gosh!(Laughter)OK, this is sort of technology, but I can call it a 16th-century technology. ",neutral,
[He was ultimately released for good behavior halfway through his sentence.] What did he say about his experience?,neutral,
"[The last 48 hours of two Palestinian suicide bombers.] [Paradise Now][Man: As long as there is injustice, someone must make a sacrifice!][Woman: That's no sacrifice, that's revenge!] [If you kill, there's no difference between victim and occupier.][Man: If we had airplanes, we wouldn't need martyrs, that's the difference.][Woman: The difference is that the Israeli military is still stronger.][Man: Then let us be equal in death.] [We still have Paradise.][Woman: There is no Paradise! It only exists in your head!][Man: God forbid!] [May God forgive you.] [If you were not Abu Azzam's daughter ...] [Anyway, I'd rather have Paradise in my head than live in this hell!] [In this life, we're dead anyway.][One only chooses bitterness when the alternative is even bitterer.][Woman: And what about us?",neutral,
"] [Tzvika off-screen: We're looking for three girls.][We have no information.][Ayelet: One is wounded here, but we haven't heard from the other three.][Tzvika: I said, ""OK, that's Bat-Chen, that's my daughter.] [Are you sure she is dead?",neutral,
"][Woman: Be careful!] [And the real people building peace through non-violence] [Encounter Point] Video: (Ambulance siren) [Tel Aviv, Israel 1996][Tzvika: My wife Ayelet called me and said, ] [""There was a suicide bombing in Tel Aviv.""][Ayelet: What do you know about the casualties?",neutral,
"175 salad dressings in my supermarket, if you don't count the 10 extra-virgin olive oils and 12 balsamic vinegars you could buy to make a very large number of your own salad dressings, in the off-chance that none of the 175 the store has on offer suit you. ",neutral,
"1974, we were down to five countries. ",neutral,
"A colleague of mine got access to investment records from Vanguard, the gigantic mutual-fund company of about a million employees and about 2,000 different workplaces. ",neutral,
"A dog that had never met capric acid would, perhaps, have no more trouble imagining its smell than we would have trouble imagining a trumpet, say, playing one note higher than we've heard a trumpet play before. ",neutral,
"A flying animal needs a different kind of model from a walking, climbing or swimming animal. ",neutral,
A mole's software for constructing models of its world will be customized for underground use. ,neutral,
A monkey's brain must have software capable of simulating a three-dimensional world of branches and trunks. ,neutral,
"A parade of government subsidies is going to propose big-box and stadium developments in the South Bronx, but there is scant coordination between city agencies on how to deal with the cumulative effects of increased traffic, pollution, solid waste and the impacts on open space. ",neutral,
A search function where we can copy the data up to a searchable format and get it out in the world. ,neutral,
"A surveillance system was necessary, because what we needed was early detection, early response. ",neutral,
"A water strider's brain doesn't need 3D software at all, since it lives on the surface of the pond, in an Edwin Abbott flatland.I've speculated that bats may see color with their ears. ",neutral,
"A whirlpool, for Steve Grand, is a thing with just as much reality as a rock.In a desert plain in Tanzania, in the shadow of the volcano Ol Doinyo Lengai, there's a dune made of volcanic ash. ",neutral,
"A woman told me there her mother used to tell her, ""Don't wear panties, dear, underneath your pajamas. ",neutral,
"About 10 years ago, I took on the task to teach global development to Swedish undergraduate students. ",neutral,
"About two years after I started taking these pictures, the UN Conference on Population and Development asked me to show them at the conference. ",neutral,
"After some time, after setting it on fire, you seal it to restrict the oxygen that goes into the kiln, and then you end up with this carbonized material here. ",neutral,
"All I want you to do is rank these for me from the one you like the most to the one you like the least.""What do they do?",neutral,
"All it takes is for a supernova to go off a few light-years away, and we'll all be dead!Martin Rees has recently written a book about our vulnerability to all sorts of things, from astrophysics, to scientific experiments gone wrong, and most importantly, to terrorism with weapons of mass destruction. ",neutral,
"Alligator coming actually saved my sanity and made it OK for me to keep going, because I believed, in the distance, there would be someone coming to rescue me.Cut to 40-some odd years later, we go to Kenya, and we're walking, we arrive at the opening of this house. ",neutral,
"Already, we can see that Apple and Microsoft have a severely divergent approach to software design. ",neutral,
"An hour later they get down off of the rickshaw, and she throws her hands up and she says, ""Wasn't that wonderful?",neutral,
"And a million tons is enough to make, say, a self-contained space station, on which there's a colony of scientists that are devoted to creating an open-ended stream of knowledge, and so on.Now, it's way beyond present technology to even gather the hydrogen from intergalactic space and form it into other elements and so on. ",neutral,
"And a remarkable doctor in Hong Kong responded immediately, by slaughtering 1.5 million chickens and birds, and they stopped that outbreak in its tracks. ",neutral,
"And a whole variety of ideas that not only dealt with architectural building, but also the issues of governance, and the idea of creating communities through complex networks.So we've engaged not just designers, but also a whole variety of technology-based professionals. ",neutral,
"And about a year ago, an Internet dating service, Match.com, came to me and asked me if I would design a new dating site for them. ",neutral,
"And according to that theory, it's already too late to avoid a disaster, because if it's true that our best option at the moment is to prevent CO2 emissions with something like the Kyoto Protocol, with its constraints on economic activity and its enormous cost of hundreds of billions of dollars, or whatever it is, then that is already a disaster by any reasonable measure. ",neutral,
"And after they ate each bowl, they had to rate, from 0 to 100, how good they thought the spaghetti sauce was.At the end of that process, after doing it for months and months, he had a mountain of data about how the American people feel about spaghetti sauce. ",neutral,
And always as a child I had this fantasy that somebody would come and rescue me. ,neutral,
"And as long as you teach them that, you can teach them anything else you like. ",neutral,
"And as we walked through the streets, the people of Juarez, who normally don't even come into the streets, because the streets are so dangerous, literally stood there and wept, to see that other people from the world had showed up for that particular community.There's another woman, named Agnes. ",neutral,
"And at some point I'll even pass around what the $100 laptop might be like.I was asked by Chris to talk about some of the big issues, and so I figured I'd start with the three that at least drove me to do this. ",neutral,
"And because different species live in different worlds, there will be a discomforting variety of ""reallys."" What we see of the real world is not the unvarnished world, but a model of the world, regulated and adjusted by sense data, but constructed so it's useful for dealing with the real world.The nature of the model depends on the kind of animal we are. ",neutral,
"And because if people have freedom, then each of us can act on our own to do the things that will maximize our welfare, and no one has to decide on our behalf. ",neutral,
"And because of that, we were able to stop SARS. ",neutral,
"And because of the Internet, and because of connections to blogs and so forth, within literally hours of the tsunami, we were already raising funds, getting involved, working with people on the ground. ",neutral,
"And by profession, he's a psychophysicist. ",neutral,
